,sentences,entities,search_text
870,Epstein-Barr virus EBV is the transformant in the DA02117 cell line.,[],"['Epstein-Barr', 'virus', 'EBV', 'is', 'the', 'transformant', 'in', 'the', 'DA02117', 'cell', 'line.']"
871,DA02117 is a type of Transformed cell line.,"[Span[0:1]: ""DA02117"" → CellLine (0.9261)]","['DA02117', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
872,The Macaca mulatta polyomavirus 1 transformed SVOG-3e.,[],"['The', 'Macaca', 'mulatta', 'polyomavirus', '1', 'transformed', 'SVOG-3e.']"
873,DA02117 is a type of Transformed cell line.,"[Span[0:1]: ""DA02117"" → CellLine (0.9261)]","['DA02117', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
874,portion of blood is the origin of the DA02117.,[],"['portion', 'of', 'blood', 'is', 'the', 'origin', 'of', 'the', 'DA02117.']"
875,AG04438 cell line belongs to the category of Finite cell line.,[],"['AG04438', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
876, H-60 comes from a patient with Small Cell Lung Cancer.,[],"['', 'H-60', 'comes', 'from', 'a', 'patient', 'with', 'Small', 'Cell', 'Lung', 'Cancer.']"
877,H60 was derived from pulmo.,[],"['H60', 'was', 'derived', 'from', 'pulmo.']"
878,The donor of ND14596 has Amyotrophic lateral sclerosis.,[],"['The', 'donor', 'of', 'ND14596', 'has', 'Amyotrophic', 'lateral', 'sclerosis.']"
879,H60 comes from a patient with Small cell lung cancer.,[],"['H60', 'comes', 'from', 'a', 'patient', 'with', 'Small', 'cell', 'lung', 'cancer.']"
880, H-60 is a type of Cancer cell line.,"[Span[0:1]: ""H-60"" → CellLine (1.0000), Span[5:8]: ""Cancer cell line"" → CellLine (0.9999)]","['', 'H-60', 'is', 'a', 'type', 'of', 'Cancer', 'cell', 'line.']"
881,The donor of U87MG/DDP has Glioblastoma.,[],"['The', 'donor', 'of', 'U87MG/DDP', 'has', 'Glioblastoma.']"
882, H-60 is sourced from pulmo.,[],"['', 'H-60', 'is', 'sourced', 'from', 'pulmo.']"
883,The Cancer cell line includes H60.,"[Span[1:4]: ""Cancer cell line"" → CellLine (0.9999), Span[5:6]: ""H60"" → CellLine (1.0000)]","['The', 'Cancer', 'cell', 'line', 'includes', 'H60.']"
884,DA03820 was derived from vertebrate blood.,[],"['DA03820', 'was', 'derived', 'from', 'vertebrate', 'blood.']"
885,H60 is a type of Cancer cell line.,"[Span[0:1]: ""H60"" → CellLine (1.0000), Span[5:8]: ""Cancer cell line"" → CellLine (0.9999)]","['H60', 'is', 'a', 'type', 'of', 'Cancer', 'cell', 'line.']"
886,The donor of  H-60 has Lung Small Cell Carcinoma.,[],"['The', 'donor', 'of', '', 'H-60', 'has', 'Lung', 'Small', 'Cell', 'Carcinoma.']"
887,GM13608 cell line belongs to the category of Transformed cell line.,[],"['GM13608', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
888,ND11326 was derived from portion of blood.,[],"['ND11326', 'was', 'derived', 'from', 'portion', 'of', 'blood.']"
889,The Human herpesvirus 4 (Epstein-Barr virus) transformed ND11326.,[],"['The', 'Human', 'herpesvirus', '4', '(Epstein-Barr', 'virus)', 'transformed', 'ND11326.']"
890, OC314 is sourced from ascitic fluid.,[],"['', 'OC314', 'is', 'sourced', 'from', 'ascitic', 'fluid.']"
891,The Epstein Barr virus transformed ND11326.,[],"['The', 'Epstein', 'Barr', 'virus', 'transformed', 'ND11326.']"
892,The Transformed cell line includes ND11326.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'ND11326.']"
893,The Human papilloma virus type 18 transformed KB-CP20.,"[Span[7:8]: ""KB-CP20"" → CellLine (0.9987)]","['The', 'Human', 'papilloma', 'virus', 'type', '18', 'transformed', 'KB-CP20.']"
894,The Transformed cell line includes ND11326.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'ND11326.']"
895,The Human herpesvirus 4 transformed ND11326.,[],"['The', 'Human', 'herpesvirus', '4', 'transformed', 'ND11326.']"
896,GM20310 cell line belongs to the category of Finite cell line.,[],"['GM20310', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
897,A patient of T-Cell Non-Hodgkin's Lymphoma of the Skin contributed to HH [Human lymphoma].,[],"['A', 'patient', 'of', 'T-Cell', ""Non-Hodgkin's"", 'Lymphoma', 'of', 'the', 'Skin', 'contributed', 'to', 'HH', '[Human', 'lymphoma].']"
898,The Cancer cell line includes HH [Human lymphoma].,"[Span[1:4]: ""Cancer cell line"" → CellLine (0.9999)]","['The', 'Cancer', 'cell', 'line', 'includes', 'HH', '[Human', 'lymphoma].']"
899,DA02016 comes from a patient with Non-Insulin Dependent Diabetes.,[],"['DA02016', 'comes', 'from', 'a', 'patient', 'with', 'Non-Insulin', 'Dependent', 'Diabetes.']"
900,A patient of Primary cutaneous T-cell lymphoma contributed to HH [Human lymphoma].,[],"['A', 'patient', 'of', 'Primary', 'cutaneous', 'T-cell', 'lymphoma', 'contributed', 'to', 'HH', '[Human', 'lymphoma].']"
901,HH [Human lymphoma] represents a T-lymphocyte.,[],"['HH', '[Human', 'lymphoma]', 'represents', 'a', 'T-lymphocyte.']"
902,Xeroderma Pigmentosum 19 SEndai LCL comes from a patient with Xeroderma pigmentosum.,[],"['Xeroderma', 'Pigmentosum', '19', 'SEndai', 'LCL', 'comes', 'from', 'a', 'patient', 'with', 'Xeroderma', 'pigmentosum.']"
903,vertebrate blood is the origin of the HH [Human lymphoma].,[],"['vertebrate', 'blood', 'is', 'the', 'origin', 'of', 'the', 'HH', '[Human', 'lymphoma].']"
904,HH [Human lymphoma] is a type of Cancer cell line.,"[Span[9:12]: ""Cancer cell line"" → CellLine (0.9999)]","['HH', '[Human', 'lymphoma]', 'is', 'a', 'type', 'of', 'Cancer', 'cell', 'line.']"
905,U-1285dox is sourced from pleural effusion.,[],"['U-1285dox', 'is', 'sourced', 'from', 'pleural', 'effusion.']"
906,HH [Human lymphoma] represents a T cell.,[],"['HH', '[Human', 'lymphoma]', 'represents', 'a', 'T', 'cell.']"
907,HH [Human lymphoma] was derived from blood.,[],"['HH', '[Human', 'lymphoma]', 'was', 'derived', 'from', 'blood.']"
908,GM11499 represents a fibroblast.,[],"['GM11499', 'represents', 'a', 'fibroblast.']"
909,HH [Human lymphoma] cell line belongs to the category of Cancer cell line.,"[Span[12:15]: ""Cancer cell line"" → CellLine (0.9999)]","['HH', '[Human', 'lymphoma]', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Cancer', 'cell', 'line.']"
910,The donor of HH [Human lymphoma] has Primary Cutaneous T-Cell Non-Hodgkin's Lymphoma.,[],"['The', 'donor', 'of', 'HH', '[Human', 'lymphoma]', 'has', 'Primary', 'Cutaneous', 'T-Cell', ""Non-Hodgkin's"", 'Lymphoma.']"
911,The Finite cell line includes GM00747.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'GM00747.']"
912,GM18963 is sourced from portion of blood.,[],"['GM18963', 'is', 'sourced', 'from', 'portion', 'of', 'blood.']"
913,GM18963 is a type of Transformed cell line.,[],"['GM18963', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
914,entire skin is the origin of the GM 3810.,[],"['entire', 'skin', 'is', 'the', 'origin', 'of', 'the', 'GM', '3810.']"
915,The GM18963 cell line contains Epstein-Barr virus EBV as a transformant.,[],"['The', 'GM18963', 'cell', 'line', 'contains', 'Epstein-Barr', 'virus', 'EBV', 'as', 'a', 'transformant.']"
916,GM18963 is a type of Transformed cell line.,[],"['GM18963', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
917,The Human papillomavirus type 18 transformed D98/AH2 Clone B.,[],"['The', 'Human', 'papillomavirus', 'type', '18', 'transformed', 'D98/AH2', 'Clone', 'B.']"
918,GM18963 is a type of Transformed cell line.,[],"['GM18963', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
919,The Human herpesvirus 4 transformed GM18963.,[],"['The', 'Human', 'herpesvirus', '4', 'transformed', 'GM18963.']"
920,GM07219 is a type of Finite cell line.,[],"['GM07219', 'is', 'a', 'type', 'of', 'Finite', 'cell', 'line.']"
921,GM13509 comes from a patient with Huntington's disease.,[],"['GM13509', 'comes', 'from', 'a', 'patient', 'with', ""Huntington's"", 'disease.']"
922,GM13509 cell line belongs to the category of Transformed cell line.,[],"['GM13509', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
923,"GM02600 comes from a patient with 46,XY Sex Reversal 1.",[],"['GM02600', 'comes', 'from', 'a', 'patient', 'with', '46,XY', 'Sex', 'Reversal', '1.']"
924,The donor of GM13509 has Huntington disease.,[],"['The', 'donor', 'of', 'GM13509', 'has', 'Huntington', 'disease.']"
925,GM13509 is sourced from portion of blood.,[],"['GM13509', 'is', 'sourced', 'from', 'portion', 'of', 'blood.']"
926,ND06861 comes from a patient with Parkinson's disease.,[],"['ND06861', 'comes', 'from', 'a', 'patient', 'with', ""Parkinson's"", 'disease.']"
927,GM13509 is sourced from portion of blood.,[],"['GM13509', 'is', 'sourced', 'from', 'portion', 'of', 'blood.']"
928,The GM13509 cell line contains Epstein-Barr virus as a transformant.,[],"['The', 'GM13509', 'cell', 'line', 'contains', 'Epstein-Barr', 'virus', 'as', 'a', 'transformant.']"
929,skin of arm is the origin of the AG08535.,[],"['skin', 'of', 'arm', 'is', 'the', 'origin', 'of', 'the', 'AG08535.']"
930,The GM13509 cell line contains Epstein-Barr virus EBV as a transformant.,[],"['The', 'GM13509', 'cell', 'line', 'contains', 'Epstein-Barr', 'virus', 'EBV', 'as', 'a', 'transformant.']"
931,The donor of GM13509 has HD.,[],"['The', 'donor', 'of', 'GM13509', 'has', 'HD.']"
932,The human papillomavirus 18 transformed D98/AH2 Clone B.,[],"['The', 'human', 'papillomavirus', '18', 'transformed', 'D98/AH2', 'Clone', 'B.']"
933,GM13509 is a type of Transformed cell line.,[],"['GM13509', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
934,GM13509 is sourced from vertebrate blood.,[],"['GM13509', 'is', 'sourced', 'from', 'vertebrate', 'blood.']"
935, GM 260 cell line belongs to the category of Finite cell line.,"[Span[0:2]: ""GM 260"" → CellLine (0.6741)]","['', 'GM', '260', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
936,ND12372 is sourced from blood.,[],"['ND12372', 'is', 'sourced', 'from', 'blood.']"
937,The Transformed cell line includes ND12372.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'ND12372.']"
938,FLY-RD18 was derived from acetabulum.,[],"['FLY-RD18', 'was', 'derived', 'from', 'acetabulum.']"
939,Human herpesvirus 4 is the transformant in the ND12372 cell line.,"[Span[8:9]: ""ND12372"" → CellLine (0.9637)]","['Human', 'herpesvirus', '4', 'is', 'the', 'transformant', 'in', 'the', 'ND12372', 'cell', 'line.']"
940,ND12372 cell line belongs to the category of Transformed cell line.,"[Span[0:1]: ""ND12372"" → CellLine (0.9294)]","['ND12372', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
941,Kirsten murine sarcoma virus is the transformant in the KHOS312H cell line.,"[Span[9:10]: ""KHOS312H"" → CellLine (1.0000)]","['Kirsten', 'murine', 'sarcoma', 'virus', 'is', 'the', 'transformant', 'in', 'the', 'KHOS312H', 'cell', 'line.']"
942,The Transformed cell line includes ND12372.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'ND12372.']"
943,Human herpesvirus 4 is the transformant in the ND12372 cell line.,"[Span[8:9]: ""ND12372"" → CellLine (0.9637)]","['Human', 'herpesvirus', '4', 'is', 'the', 'transformant', 'in', 'the', 'ND12372', 'cell', 'line.']"
944,Hs 919.Sk is a type of Finite cell line.,"[Span[0:2]: ""Hs 919.Sk"" → CellLine (0.9999)]","['Hs', '919.Sk', 'is', 'a', 'type', 'of', 'Finite', 'cell', 'line.']"
945,GM05905A was derived from portion of blood.,[],"['GM05905A', 'was', 'derived', 'from', 'portion', 'of', 'blood.']"
946,The Epstein Barr virus transformed GM05905A.,[],"['The', 'Epstein', 'Barr', 'virus', 'transformed', 'GM05905A.']"
947,GM10462 was derived from umbilical cord.,[],"['GM10462', 'was', 'derived', 'from', 'umbilical', 'cord.']"
948,The GM05905 cell line contains Human herpesvirus 4 (Epstein-Barr virus) as a transformant.,[],"['The', 'GM05905', 'cell', 'line', 'contains', 'Human', 'herpesvirus', '4', '(Epstein-Barr', 'virus)', 'as', 'a', 'transformant.']"
949,GM05905 was derived from blood.,[],"['GM05905', 'was', 'derived', 'from', 'blood.']"
950,The human T-cell lymphoma/leukemia virus type I HTLV-I transformed CB57/C91PL.,[],"['The', 'human', 'T-cell', 'lymphoma/leukemia', 'virus', 'type', 'I', 'HTLV-I', 'transformed', 'CB57/C91PL.']"
951,GM05905A cell line belongs to the category of Transformed cell line.,[],"['GM05905A', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
952,blood is the origin of the GM05905A.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'GM05905A.']"
953,AG14271 cell line belongs to the category of Finite cell line.,"[Span[0:1]: ""AG14271"" → CellLine (0.9872)]","['AG14271', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
954,A patient of Angioma Pigmentosum Atrophicum contributed to  XPL19.,[],"['A', 'patient', 'of', 'Angioma', 'Pigmentosum', 'Atrophicum', 'contributed', 'to', '', 'XPL19.']"
955,XP19SE LCL cell line belongs to the category of Transformed cell line.,[],"['XP19SE', 'LCL', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
956,A patient of Sanfilippo syndrome type B contributed to GM 02552.,[],"['A', 'patient', 'of', 'Sanfilippo', 'syndrome', 'type', 'B', 'contributed', 'to', 'GM', '02552.']"
957,XP19SE LCL comes from a patient with Xeroderma pigmentosum.,[],"['XP19SE', 'LCL', 'comes', 'from', 'a', 'patient', 'with', 'Xeroderma', 'pigmentosum.']"
958,XP19SE LCL is a type of Transformed cell line.,[],"['XP19SE', 'LCL', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
959,The donor of AU10171 has Autism Spectrum Disorder.,[],"['The', 'donor', 'of', 'AU10171', 'has', 'Autism', 'Spectrum', 'Disorder.']"
960,blood is the origin of the  XPL19.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', '', 'XPL19.']"
961,The Human herpesvirus 4 transformed  XPL19.,[],"['The', 'Human', 'herpesvirus', '4', 'transformed', '', 'XPL19.']"
962,GM06123 was derived from skin organ.,[],"['GM06123', 'was', 'derived', 'from', 'skin', 'organ.']"
963,human gammaherpesvirus 4 is the transformant in the  XPL 19 cell line.,[],"['human', 'gammaherpesvirus', '4', 'is', 'the', 'transformant', 'in', 'the', '', 'XPL', '19', 'cell', 'line.']"
964,The donor of  XPL 19 has Pigmented Epitheliomatosis.,[],"['The', 'donor', 'of', '', 'XPL', '19', 'has', 'Pigmented', 'Epitheliomatosis.']"
965,human papillomavirus 18 is the transformant in the MR6 cell line.,"[Span[8:9]: ""MR6"" → CellLine (0.9989)]","['human', 'papillomavirus', '18', 'is', 'the', 'transformant', 'in', 'the', 'MR6', 'cell', 'line.']"
966,XP19SE LCL cell line belongs to the category of Transformed cell line.,[],"['XP19SE', 'LCL', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
967,The donor of  XPL 19 has Xeroderma pigmentosum.,[],"['The', 'donor', 'of', '', 'XPL', '19', 'has', 'Xeroderma', 'pigmentosum.']"
968,HH [Human lymphoma] cell line belongs to the category of Cancer cell line.,"[Span[12:15]: ""Cancer cell line"" → CellLine (0.9999)]","['HH', '[Human', 'lymphoma]', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Cancer', 'cell', 'line.']"
969,ND13106 comes from a patient with Progressive Bulbar Palsy.,[],"['ND13106', 'comes', 'from', 'a', 'patient', 'with', 'Progressive', 'Bulbar', 'Palsy.']"
970,The Epstein-Barr virus transformed ND13106.,[],"['The', 'Epstein-Barr', 'virus', 'transformed', 'ND13106.']"
971,The donor of  Nalm1 has Chronic myeloid leukemia.,[],"['The', 'donor', 'of', '', 'Nalm1', 'has', 'Chronic', 'myeloid', 'leukemia.']"
972,ND13106 comes from a patient with Bulbospinal muscular atrophy of adult.,[],"['ND13106', 'comes', 'from', 'a', 'patient', 'with', 'Bulbospinal', 'muscular', 'atrophy', 'of', 'adult.']"
973,ND13106 is sourced from portion of blood.,[],"['ND13106', 'is', 'sourced', 'from', 'portion', 'of', 'blood.']"
974,The donor of ND06969 has Acute ischemic stroke.,[],"['The', 'donor', 'of', 'ND06969', 'has', 'Acute', 'ischemic', 'stroke.']"
975,ND13106 is sourced from portion of blood.,[],"['ND13106', 'is', 'sourced', 'from', 'portion', 'of', 'blood.']"
976,ND13106 is a type of Transformed cell line.,"[Span[0:1]: ""ND13106"" → CellLine (0.9604)]","['ND13106', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
977,GM 3810 was derived from skin organ.,[],"['GM', '3810', 'was', 'derived', 'from', 'skin', 'organ.']"
978,The ND13106 cell line contains Human herpesvirus 4 (Epstein-Barr virus) as a transformant.,[],"['The', 'ND13106', 'cell', 'line', 'contains', 'Human', 'herpesvirus', '4', '(Epstein-Barr', 'virus)', 'as', 'a', 'transformant.']"
979,The donor of ND13106 has Bulbospinal muscular atrophy of adult.,[],"['The', 'donor', 'of', 'ND13106', 'has', 'Bulbospinal', 'muscular', 'atrophy', 'of', 'adult.']"
980,The Polyomavirus maccacae transformed GM16093.,[],"['The', 'Polyomavirus', 'maccacae', 'transformed', 'GM16093.']"
981,ND13106 cell line belongs to the category of Transformed cell line.,"[Span[0:1]: ""ND13106"" → CellLine (0.9971)]","['ND13106', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Transformed', 'cell', 'line.']"
982,Human herpesvirus type 4 is the transformant in the ND13106 cell line.,"[Span[9:10]: ""ND13106"" → CellLine (0.9990)]","['Human', 'herpesvirus', 'type', '4', 'is', 'the', 'transformant', 'in', 'the', 'ND13106', 'cell', 'line.']"
983,The Finite cell line includes HF 358.We.,[],"['The', 'Finite', 'cell', 'line', 'includes', 'HF', '358.We.']"
984,GM09100 comes from a patient with Multiple Endocrine Neoplasia Type 2.,[],"['GM09100', 'comes', 'from', 'a', 'patient', 'with', 'Multiple', 'Endocrine', 'Neoplasia', 'Type', '2.']"
985,GM09100 is sourced from vertebrate blood.,[],"['GM09100', 'is', 'sourced', 'from', 'vertebrate', 'blood.']"
986,A patient of Type II Diabetes contributed to DA04504.,[],"['A', 'patient', 'of', 'Type', 'II', 'Diabetes', 'contributed', 'to', 'DA04504.']"
987,A patient of Multiple endocrine neoplasia type 2 contributed to GM09100.,[],"['A', 'patient', 'of', 'Multiple', 'endocrine', 'neoplasia', 'type', '2', 'contributed', 'to', 'GM09100.']"
988,GM09100 is a type of Transformed cell line.,[],"['GM09100', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
989,The donor of ND14674 has Primary Lateral Sclerosis.,[],"['The', 'donor', 'of', 'ND14674', 'has', 'Primary', 'Lateral', 'Sclerosis.']"
990,GM09100 was derived from blood.,[],"['GM09100', 'was', 'derived', 'from', 'blood.']"
991,GM09100 is a type of Transformed cell line.,[],"['GM09100', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
992," LN308 was derived from Brain, right parieto-occipital lobe..",[],"['', 'LN308', 'was', 'derived', 'from', 'Brain,', 'right', 'parieto-occipital', 'lobe..']"
993,The human gammaherpesvirus 4 transformed GM09100.,[],"['The', 'human', 'gammaherpesvirus', '4', 'transformed', 'GM09100.']"
994,GM09100 is a type of Transformed cell line.,[],"['GM09100', 'is', 'a', 'type', 'of', 'Transformed', 'cell', 'line.']"
995,The human papillomavirus 18 transformed KB-CP20.,"[Span[5:6]: ""KB-CP20"" → CellLine (0.9824)]","['The', 'human', 'papillomavirus', '18', 'transformed', 'KB-CP20.']"
996,The Transformed cell line includes GM09100.,[],"['The', 'Transformed', 'cell', 'line', 'includes', 'GM09100.']"
997,The donor of GM09100 has Multiple endocrine neoplasia type 2.,[],"['The', 'donor', 'of', 'GM09100', 'has', 'Multiple', 'endocrine', 'neoplasia', 'type', '2.']"
998,AG19641 cell line belongs to the category of Finite cell line.,"[Span[0:1]: ""AG19641"" → CellLine (0.9986)]","['AG19641', 'cell', 'line', 'belongs', 'to', 'the', 'category', 'of', 'Finite', 'cell', 'line.']"
999,blood is the origin of the ND08322.,[],"['blood', 'is', 'the', 'origin', 'of', 'the', 'ND08322.']"
